qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Queens,11357.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a month,A few times a month,A few times a month,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Education,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11412.0,Queens,Yes,Yes,Yes,Several times a week,No,Less than a few times,Not applied,Not applied,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Divorced,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Inner Queens,11369.0,Queens,Yes,Yes,Yes,A few times a month,No,Not applied,A few times a year,Not applied,A few times a month,Very familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A one family house detached from any other house,Own,One,Employed full time (working more than 30 hours per week),Employed,Retail,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Queens,11105.0,Queens,Yes,No,Yes,Several times a week,No,Not applied,A few times a year,Not applied,A few times a year,Very familiar,Very willing,Much safer than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Middle Queens,11421.0,Queens,Yes,Yes,Yes,Once a week,No,Not applied,A few times a year,Less than a few times,A few times a year,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Married,A one family house detached from any other house,Own,One,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,18-24,Hispanic,Some college but degree not received or in progress,"Less than $14,999",Inner Brooklyn,11206.0,Brooklyn,No,No,Yes,Once a week,No,Less than a few times,Several times a week,Less than a few times,Less than a few times,Not very familiar,Not at all willing,Don't Know,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Financial services,Other,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Outer Queens,11361.0,Queens,Yes,Yes,No,Less than once a month,No,Not applied,Not applied,Not applied,A few times a month,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed part time (working less than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",NOT CODED,11379.0,Queens,No,Yes,Yes,Once a week,No,A few times a year,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Living in a committed partnership,A one family house attached to one or more houses,Own,None,Employed part time (working less than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$150,000-$199,999",Outer Queens,11413.0,Queens,Yes,Yes,Yes,A few times a month,No,Not applied,A few times a year,A few times a month,A few times a year,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10460.0,The Bronx,No,No,Yes,Daily,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Single,A building with 50 or more apartments,Rent,Two,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11357.0,Queens,Yes,Yes,Yes,Several times a week,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Very familiar,Somewhat willing,Much safer than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)","$50,000 - $74,999",Northern Bronx,10465.0,The Bronx,Yes,Yes,No,Several times a week,No,Not applied,Not applied,Not applied,A few times a month,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Divorced,A one family house detached from any other house,Rent,One,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","Less than $14,999",Inner Queens,11369.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Very familiar,Not at all willing,Somewhat less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Real estate,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Female,45-54,Hispanic,Some high school,"$25,000 - $34,999",Southern Bronx,10454.0,The Bronx,No,No,Yes,Less than a few times a year,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Not very familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,Several times a week
Female,55-64,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10455.0,The Bronx,No,No,Yes,Several times a week,Yes,Less than a few times,Less than a few times,Several times a week,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Hospitality,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Inner Brooklyn,11205.0,Brooklyn,No,No,No,A few times a month,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not very familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,Four or more,Employed part time (working less than 30 hours per week),Employed,Education,"At a store, restaurant, or hotel","Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,Less than a few times
Female,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Inner Brooklyn,11221.0,Brooklyn,No,No,Yes,Less than a few times a year,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A one family house detached from any other house,Rent,One,Employed part time (working less than 30 hours per week),Employed,Education,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Less than a few times
Female,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$200,000 and above",Inner Brooklyn,11215.0,Brooklyn,Yes,No,Yes,Several times a week,No,A few times a month,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed part time (working less than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$200,000 and above",Manhattan Core,10001.0,Manhattan,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,Less than a few times,Several times a week,A few times a month,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A building with 50 or more apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11222.0,Brooklyn,Yes,Yes,Yes,Once a week,No,Several times a week,A few times a year,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Arts & Entertainment,At an office,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Male,18-24,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Brooklyn,11212.0,Brooklyn,No,Yes,Yes,Once a month,No,A few times a month,A few times a month,Several times a week,A few times a year,Not very familiar,Very willing,Neither more nor less safe than standard vehicles,Single,A one family house attached to one or more houses,Rent,One,Employed full time (working more than 30 hours per week),Employed,Construction,Varying job sites,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,25-34,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10456.0,The Bronx,No,No,Yes,Daily,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,Four or more,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,Less than a few times
Male,55-64,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Outer Queens,11692.0,Queens,Yes,Yes,Yes,Several times a week,No,Less than a few times,A few times a year,A few times a month,Less than a few times,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",Yes,No,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Northern Manhattan,10034.0,Manhattan,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a year,A few times a month,A few times a year,Not at all familiar,Somewhat willing,Somewhat less safe than standard vehicles,Divorced,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,Public Assistance/Welfare,A few times a month
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Manhattan Core,10012.0,Manhattan,No,No,Yes,Once a week,No,Not applied,Several times a week,Less than a few times,A few times a month,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 2 to 9 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Hospitality,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
